numero_semana;producto;tienda;demanda_promedio;precio_promedio
29;9;2;5244,75;39,99
30;9;2;4139,25;39,99
31;9;2;4022;39,99
32;9;2;3456,25;39,99
33;9;2;4503;39,99
34;9;2;4859;39,99
35;9;2;3855,75;45,99
36;9;2;5708,25;47,99
37;9;2;4548,5;47,99
38;9;2;3817;41,99
39;9;2;4205,75;39,99
40;9;2;3921;39,99
41;9;2;4595,75;39,99
42;9;2;3137,5;39,99
43;9;2;3567,5;39,99
44;9;2;4846,75;39,99
45;9;2;3791,5;39,99
46;9;2;3813,25;39,99
47;9;2;3470,75;39,99
48;9;2;4713,25;45,99
49;9;2;4671,75;47,99
50;9;2;4254,75;53,99
51;9;2;4056,25;49,99
52;9;2;3127,75;37,99
1;10;2;6106,5;17,59
2;10;2;9351,5;20,89
3;10;2;9098,5;21,99
4;10;2;12910,5;21,99
5;10;2;7894;18,69
6;10;2;7263,75;17,59
7;10;2;7558,75;17,59
8;10;2;9138,25;20,89
9;10;2;7706,75;21,99
10;10;2;11228,75;23,64
11;10;2;11222,25;25,84
12;10;2;9931,25;26,39
13;10;2;9954,25;26,39
14;10;2;9312;26,39
15;10;2;11261,25;26,39
16;10;2;8484;26,39
17;10;2;15299,25;26,39
18;10;2;16768,5;26,39
19;10;2;8278,25;26,39
20;10;2;8774,25;26,39
21;10;2;9443;26,39
22;10;2;10545;26,39
23;10;2;9966,25;26,39
24;10;2;12570;26,39
25;10;2;10726,25;26,39
26;10;2;9467,5;23,09
27;10;2;7941,75;21,99
28;10;2;11354,75;21,99
29;10;2;6690;21,99
30;10;2;7899,5;21,99
31;10;2;10299;21,99
32;10;2;7980;21,99
33;10;2;7618,25;21,99
34;10;2;7035;21,99
35;10;2;9331,25;25,29
36;10;2;12247,5;26,39
37;10;2;7700,25;26,39
38;10;2;9150,25;23,09
39;10;2;9862,25;21,99
40;10;2;6963;21,99
41;10;2;8170,25;21,99
42;10;2;7491,5;21,99
43;10;2;10139,75;21,99
44;10;2;9497,25;21,99
45;10;2;8978,5;21,99
46;10;2;5831;21,99
47;10;2;8684,25;21,99
48;10;2;11842,75;25,29
49;10;2;14924,25;26,39
50;10;2;11463,75;29,69
51;10;2;10251,5;27,49
52;10;2;9433,5;20,89
